Filename	Name in catalogue	Original title	Transliterated title	Type	Subtype	Subsubtype	Year	Collector	Performer	Number of voices	Performer gender or age	Audio recording	Archive reference	Additional remarks	Place	Contemporary_address	Latitude	Longitude	Address translated	Original metadata	SongName
Kmeln_ballads_481_Oi zaimu ya voly v poly	05-БР-10	Ой займу я воли в полі	Oi zaimu ya voly v poly	Non-ritual	Ballad	БР	1927	Харків Володимир	-	unison			"ІМФЕ, ф.6-3, од.зб. 77, текст – арк. 136-138 (112-114), мел. 
– арк. 130 (106), № 36."		"с. Ісаківці Жванецького р-ну Кам’янецької окр. (нині Кам’янець-По-
дільського р-ну Хмельницької обл.)."	с. Ісаківці нині Кам’янець-По-дільського р-ну Хмельницької обл.	48.5434052	26.4490659	Isakivtsi, Khmelnytskyi Oblast, Ukraine, 32365	"Зап. 1927 р. Харків В. Й. у с. Ісаківці Жванецького р-ну Кам’янецької окр. (нині Кам’янець-По-
дільського р-ну Хмельницької обл.). – ІМФЕ, ф.6-3, од.зб. 77, текст – арк. 136-138 (112-114), мел. 
– арк. 130 (106), № 36."	Kmeln_ballads_481_Oi zaimu ya voly v poly
Kmeln_ballads_482_Oi z-za hory sontse skhody	05-БР-10	Ой з-за гори сонце сходить	Oi z-za hory sontse skhody	Non-ritual	Ballad	БР	1928	Харків Володимир	від гурту хлопців	unison	group of men		ІМФЕ, ф.6-3, од.зб. 77, текст – арк. 20-21 (14), мел. – арк. 22 (15), № 53. Чeрнетка.		с. Вітківці Жванецького р-ну Кам’янецької окр. (нині Кам’янець-Подільського р-ну Хмельницької обл.)	с. Вітківці Кам’янець-Подільського р-ну Хмельницької обл.	48.5446596	26.3676819	Vitkivtsi, Khmelnytskyi Oblast, Ukraine, 32365	"Зап. 1927-1928 рр. Харків В. Й. у с. Вітківці Жванецького р-ну Кам’янецької окр. (нині Кам’янець-
Подільського р-ну Хмельницької обл.) від гурту хлопців. – ІМФЕ, ф.6-3, од.зб. 77, текст – арк. 20-
21 (14), мел. – арк. 22 (15), № 53. Чeрнетка. Вар. зап. [1929 р.] Харків В. Й. у с. Демшин Китайго-
родського р-ну Кам’янецької окр. (нині Кам’янець-Подільського р-ну) від Ольги Стебницької 
(навчила мама). – ІМФЕ, ф. 6-3, од. зб. 81, арк. 202-203 (236-238) – текст, арк. 204 (239)  – мел.,
 № 79. Чeрнетка. Надр. у зб. Балади, 2, с. 190-191 за зб. Хвилі. Подаємо мел. за рукописом. (Л. Є.)"	Kmeln_ballads_482_Oi z-za hory sontse skhody
Kmeln_ballads_482v_Oi z-za hory sontse skhody	05-БР-10	Ой з-за гори сонце сходить	Oi z-za hory sontse skhody	Non-ritual	Ballad	БР	1929	Харків Володимир	Стебницька Ольга (навчила мама).	unison	woman		ІМФЕ, ф. 6-3, од. зб. 81, арк. 202-203 (236-238) – текст, арк. 204 (239)  – мел., № 79. Чeрнетка. Надр. у зб. Балади, 2, с. 190-191 за зб. Хвилі. Подаємо мел. за рукописом. (Л. Є.)		с. Демшин Китайгородського р-ну Кам’янецької окр. (нині Кам’янець-Подільського р-ну)	с. Демшин Китайгородського р-ну Кам’янець-Подільського р-ну	48.61967569999999	26.8157666	Demshyn, Khmelnytskyi Oblast, Ukraine, 32396	"Зап. 1927-1928 рр. Харків В. Й. у с. Вітківці Жванецького р-ну Кам’янецької окр. (нині Кам’янець-
Подільського р-ну Хмельницької обл.) від гурту хлопців. – ІМФЕ, ф.6-3, од.зб. 77, текст – арк. 20-
21 (14), мел. – арк. 22 (15), № 53. Чeрнетка. Вар. зап. [1929 р.] Харків В. Й. у с. Демшин Китайго-
родського р-ну Кам’янецької окр. (нині Кам’янець-Подільського р-ну) від Ольги Стебницької 
(навчила мама). – ІМФЕ, ф. 6-3, од. зб. 81, арк. 202-203 (236-238) – текст, арк. 204 (239)  – мел.,
 № 79. Чeрнетка. Надр. у зб. Балади, 2, с. 190-191 за зб. Хвилі. Подаємо мел. за рукописом. (Л. Є.)"	Kmeln_ballads_482v_Oi z-za hory sontse skhody
Kmeln_ballads_483_Pozhenu ya tovar na yar	05-БР-10	Пожену я товар на яр	Pozhenu ya tovar na yar	Non-ritual	Ballad	БР	1971	Шумада Наталя, Іванов Володимир, Довженок Галина	Руденко М.	unison			"ІМФЕ, ф. 14-5, од. зб. 419, арк. 180-182, пл. ф. 
14-10, од. зб. 1182 (6). Нотація Іванова В. Ф. "		"м Кам’янець-
Подільський Хмельницької обл."	м Кам’янець-Подільський Хмельницької обл.	48.6967162	26.5825364	Kam'yanets'-Podil's'kyi, Khmelnytskyi Oblast, Ukraine	"Зап. 20.V.1971 р. експ. ІМФЕ у складі: Шумада Н. С., Іванов В. Ф., Довженок Г. В. у м Кам’янець-
Подільський Хмельницької обл. від Руденко М. – ІМФЕ, ф. 14-5, од. зб. 419, арк. 180-182, пл. ф. 
14-10, од. зб. 1182 (6). Нотація Іванова В. Ф. "	Kmeln_ballads_483_Pozhenu ya tovar na yar
Kmeln_ballads_484_i Oi chy rano, chy ne rano	05-БР-10	Ой чи рано, чи не рано	i Oi chy rano, chy ne rano	Non-ritual	Ballad	БР	1978	Дем’ян Григорій	Мазур Ольга Федорівна, 1924 р. н.	unison	woman		"ІМФЕ, ф. 14-3, од.зб. 973, арк. 58-59 (текст), арк. 232 
(мел.), № 41. Нотація Мишанича М. В."		с. Студениця Кам’янець-Подільського р-ну Хмельницької обл.	с. Студениця Кам’янець-Подільського р-ну Хмельницькоїобл.	48.74781810411996	26.90168393057352	Studenytsya River, Khmelnytskyi Oblast, Ukraine	"Зап. 19 липня 1978 р. Дем’ян Г. В. у с. Студениця Кам’янець-Подільського р-ну Хмельницької обл. 
від Мазур Ольги Федорівни, 1924 р. н. – ІМФЕ, ф. 14-3, од.зб. 973, арк. 58-59 (текст), арк. 232 
(мел.), № 41. Нотація Мишанича М. В."	Kmeln_ballads_484_i Oi chy rano, chy ne rano
Kmeln_ballads_485_Oi zatsvila synia kvitka	05-БР-10	Ой зацвіла синя квітка 	Oi zatsvila synia kvitka	Non-ritual	Ballad	БР	1986	Дмитренко Микола	Сердечна Параска Іванівна, 1937 р. н.	unison			Нотація Єфремової Л. О.		с. Яхнівці Волочиського р-ну Хмельницької обл.	с. Яхнівці Волочиського р-ну Хмельницької обл.	49.62775269999999	26.3203382	Yakhnivtsi, Khmelnytskyi Oblast, Ukraine, 31212	"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від 
Сердечної Параски Іванівни, 1937 р. н. Нотація Єфремової Л. О."	Kmeln_ballads_485_Oi zatsvila synia kvitka
Kmeln_ballads_487_Po sadochku khozhu	05-БР-11	По садочку хожу	Po sadochku khozhu	Non-ritual	Ballad	БР	1918	Постоловський А.	-	unison			ІМФЕ, ф. 6-4, од. зб. 119, арк.112, № 76.		с. Чорнокозинці Кам’янець-Подільського р-ну Хмельницької обл.	с. Чорнокозинці Кам'янець-Подільського р-ну Хмельницької обл.	48.6614951	26.2830553	Chornokozyntsi, Khmelnytskyi Oblast, Ukraine, 32336	"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам’янець-Подільського р-ну Хмельницької обл. 
– ІМФЕ, ф. 6-4, од. зб. 119, арк.112, № 76."	Kmeln_ballads_487_Po sadochku khozhu
Kmeln_ballads_489_V sadu, vyshnevomu sadochku	05-БР-12	В саду, вишневому садочку	V sadu, vyshnevomu sadochku	Non-ritual	Ballad	БР	1986	Дмитренко Микола	Щесняк Н. І. 1944 р. н., Козак Н. В.,  Посполіта М. П., Дишльовська Ф. М. 	2 voices	group of women		Нотація Єфремової Л. О.		с. Яхнівці Волочиського р-ну Хмельницької обл.	с. Яхнівці Волочиського р-ну Хмельницької обл.	49.62775269999999	26.3203382	Yakhnivtsi, Khmelnytskyi Oblast, Ukraine, 31212	"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-нуХмельницької обл. від Щес-
няк Н. І. 1944 р. н., Козак Н. В.,  Посполіти М. П., Дишльовської Ф. М. Нотація Єфремової Л. О."	Kmeln_ballads_489_V sadu, vyshnevomu sadochku
Kmeln_ballads_490_y Oi z-pid mosta hlyboko	05-БР-13	Ой з-під моста глибоко	y Oi z-pid mosta hlyboko	Non-ritual	Ballad	БР	1978	Дем’ян Григорій	"Гарнець 
Надія Миколаївна, 1912 р. н."	unison	woman		"ІМФЕ, ф. 14-3, од. зб. 973, арк. 128-130 (текст), арк. 247 (мел.), № 
90. Нотація Мишанича М. В."		с. Лоївці Новоушицького р-ну Хмельницької обл.	с. Лоївці Новушицького р-ну Хмельницької обл.	49.422983	26.987133	Khmelnytskyi Oblast, Ukraine	"Зап. 22 липня 1978 р. Дем’ян Г. В. у с. Лоївці Новоушицького р-ну Хмельницької обл. від Гарнець 
Надії Миколаївни, 1912 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 128-130 (текст), арк. 247 (мел.), № 
90. Нотація Мишанича М. В."	Kmeln_ballads_490_y Oi z-pid mosta hlyboko
Kmeln_ballads_491_Oi daleko, daleko	05-БР-13	Ой далеко, далеко	Oi daleko, daleko	Non-ritual	Ballad	БР	1986	Дмитренко Микола	Настина В. П.	unison	woman		Нотація Єфремової Л. О.		с. Яхнівці Волочиського р-ну Хмельницької обл.	с. Яхнівці Волочиського р-ну Хмельницької обл.	49.62775269999999	26.3203382	Yakhnivtsi, Khmelnytskyi Oblast, Ukraine, 31212	"Зап. 24 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від Нас-
тиної В. П. Нотація Єфремової Л. О."	Kmeln_ballads_491_Oi daleko, daleko
Kmeln_ballads_492_Slavnyi horod Lebedyn	05-БР-14	Славний город Лебедин	Slavnyi horod Lebedyn	Non-ritual	Ballad	БР	1954	Експедиція ІМФЕ	"Супрун Л., 
Доценко Д. та ін."	2 voices			ІМФЕ, ф. 14-5, од. зб. 171, арк. 18, № 5. Розш. О. Стьожка.		с. Пилява Старосинявського р-ну Хмельницької обл.	с. Пилява Старосинявського р-ну Хмельницької обл.	49.6029073	27.4561924	Pylyava, Khmelnytskyi Oblast, Ukraine, 31421	"Зап. 1954 р. експ. ІМФЕ у с. Пилява Старосинявського р-ну Хмельницької обл. від Супрун Л., 
Доценко Д. та ін. – ІМФЕ, ф. 14-5, од. зб. 171, арк. 18, № 5. Розш. О. Стьожка."	Kmeln_ballads_492_Slavnyi horod Lebedyn
Kmeln_ballads_493_Oi ziishov misiats, ziishov yasnyi	06-БК-02	Ой зійшов місяць, зійшов ясний	Oi ziishov misiats, ziishov yasnyi	Non-ritual	Ballad	БК	1974	Нагорний Л. С.	"Макарова 
Ганна Павлівна"	2 voices	woman		-		с. Борбухи Ярмолинецького р-ну Хмельницької обл.	с. Борбухи Ярмолинецького р-ну Хмельницької обл.	49.1736762	27.0002186	Borbukhy, Khmelnytskyi Oblast, Ukraine, 32142	"Зап. 1974 р. Нагорний Л. С. у с. Борбухи Ярмолинецького р-ну Хмельницької обл. від Макарової 
Ганни Павлівни."	Kmeln_ballads_493_Oi ziishov misiats, ziishov yasnyi
Kmeln_ballads_495_Kotyvsia misiats iz-za khmary	06-БК-02	Котився місяць із-за хмари	Kotyvsia misiats iz-za khmary	Non-ritual	Ballad	БК	2010	Коваль-Фучило Ірина	Червінська Людмила Дмитрівна, 1962 р. н.	unison	woman		Розш. Єфремова Л. О.	Мабуть, через трагічний зміст виконавиця переривала спів й казала, що не хоче співати цю пісню, але відмовлялася й проказати слова і, зрештою, проспівала до кінця. (Л. Є.)	"с. Великий Чернятин Старокостянтинівського р-ну 
Хмельницької обл."	с. Великий Чернятин Старокостянтинівського р-ну Хмельницької обл.	49.7864666	27.0700602	Velykyi Chernyatyn, Khmelnytskyi Oblast, Ukraine, 31122	"Зап. 23 липня 2010 р. Коваль-Фучило І. М. у с. Великий Чернятин Старокостянтинівського р-ну 
Хмельницької обл. від Червінської Людмили Дмитрівни, 1962 р. н. Розш. Єфремова Л. О."	Kmeln_ballads_495_Kotyvsia misiats iz-za khmary
