filename,year,place,performer,collector,archive reference,original metadata
Kmeln_ballads_517v.Oi koly b ya znala_6st_(singl)_6+6_r_(07-БР-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 234 зв.-235. Вар. зап. Іванов В.
у с. Мала Побіянка Дунаєвецького р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 1093, арк. 9."
Kmeln_ballads_518.Oi koly b ya znala_4st_(singl)_6+6_(07-БР-02).xml,1978,,,,,"Зап. 19 липня 1978 р. Мишанич М. В. у с. Студениця Кам’янець-Подільського р-ну Хмельницької 
обл. від Буймистер Параски Василівни, 1888 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 172-173 (текст), 
арк. 256 (мел.), № 122."
Kmeln_ballads_520.Osin nasha dovhaia_3st_(2voices)_8+8+8_(07-БР).xml,1978,,,,,"Зап. 19 липня 1978 р. Мишанич М. В. у с. Студениця Кам’янець-Подільського р-ну Хмельницької 
обл. від Буймистер Параски Василівни, 1888 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 172-173 (текст), 
арк. 256 (мел.), № 122."
"Kmeln_ballads_521.Oi ty, osin dovhaia_3st_(2voices)_7+7+7_(07-БР-03).xml",1954,,,,,"Зап. 1954 р. експ.  ІМФЕ у с. Пилява Старосинявського р-ну Хмельницької обл. від гурту дівчат: 
Полікарчук Г., Гонта Н., Бузік М. – ІМФЕ, ф. 14-5, од.зб. 171, арк. 5, № 6. Розш. Стьожка О. "
Kmeln_ballads_522.Kozachenku molodenkyi_8st_(2voices)_ ###_r_08-БК-01.xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 182 зв.-183."
Kmeln_ballads_523.Kozak vyizhdzhaie_4st_(2voices)_ 6+6_r_(08-БК-01б).xml,1907,,,,,"Зап. 1987 р. Гримич М. В. у с. Мокіївці Шепетівського р-ну від Уланової Г. С., 1907 р. н., Захарець 
О. Р. – ІМФЕ, ф. 14-5, од. зб. 508, арк. 12; пл. ф. 14-10, од. зб. 1676. Нотація Єфремової Л. О."
Kmeln_ballads_524.Oi na hori sosna_4st_(singl)_6+6+6_(08-БК-04).xml,1918,,,,,"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам'янець-Подільського р-ну – ІМФЕ, ф. 6-4, од. 
зб. 119, арк. 57, № 32. Вар. 1 зап. 1927-1928 рр. Харків В. Й. у с. Ісаківці Жванецького р-ну Кам’я-
нецької окр. (нині Кам’янець-Подільського р-ну.). – ІМФЕ, ф.6-3, од.зб. 77, арк. 118 (96), № 28. 
Вар. 2 зап. Кісільов Г. А. у м. Полонне Полонського р-ну Хмельницької обл. від Лізавети Бригуко-
вої. – ІМФЕ, ф. 6-5, од. зб. 205, № 6."
Kmeln_ballads_524v1.Oi na hori sosna_4st_(singl)_6+6_(08-БК-04).xml,1918,,,,,"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам'янець-Подільського р-ну – ІМФЕ, ф. 6-4, од. 
зб. 119, арк. 57, № 32. Вар. 1 зап. 1927-1928 рр. Харків В. Й. у с. Ісаківці Жванецького р-ну Кам’я-
нецької окр. (нині Кам’янець-Подільського р-ну.). – ІМФЕ, ф.6-3, од.зб. 77, арк. 118 (96), № 28. 
Вар. 2 зап. Кісільов Г. А. у м. Полонне Полонського р-ну Хмельницької обл. від Лізавети Бригуко-
вої. – ІМФЕ, ф. 6-5, од. зб. 205, № 6."
Kmeln_ballads_524v2.Oi na hori sosna_4st_(singl)_6+6_(08-БК-04).xml,1918,,,,,"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам'янець-Подільського р-ну – ІМФЕ, ф. 6-4, од. 
зб. 119, арк. 57, № 32. Вар. 1 зап. 1927-1928 рр. Харків В. Й. у с. Ісаківці Жванецького р-ну Кам’я-
нецької окр. (нині Кам’янець-Подільського р-ну.). – ІМФЕ, ф.6-3, од.зб. 77, арк. 118 (96), № 28. 
Вар. 2 зап. Кісільов Г. А. у м. Полонне Полонського р-ну Хмельницької обл. від Лізавети Бригуко-
вої. – ІМФЕ, ф. 6-5, од. зб. 205, № 6."
Kmeln_ballads_525.Yikhaly kozaky_8st_(2voices)_6+6+6_(08-БК-04).xml,1987,,,,,"Зап. 1987 р. Гримич М.В. у с. Мокіївці Шепетівського р-ну Хмельницької обл. від гурту жінок. – 
ІМФЕ, ф. 14-5, од. зб. 508, арк. 58."
Kmeln_ballads_526.A divchyna Halka_4st_(2voices)_###_ (08-БК-05).xml,1968,,,,,Зап. 1968 р. Нагорний Л.С. у с. Біла Чемеровецького р-ну Хмельницької обл.
Kmeln_ballads_527.Oi u poli na rozdolli_3st_(singl)_8+8+8_(08-БК-08).xml,1918,,,,,"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам'янець-Подільського р-ну Хмельницької обл. 
– ІМФЕ, ф. 6-4, од. зб. 119, арк. 78, № 50."
Kmeln_ballads_528.Oi dva bratchyky_4st_(singl)_5+5_(08-БК-09).xml,1918,,,,,"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам'янець-Подільського р-ну Хмельницької обл. 
– ІМФЕ, ф. 6-4, од. зб. 119, арк.60, № 35."
Kmeln_ballads_529.Yikhav kozak z Ukrainy_4st_(singl)_###8+7_(08-БК-11).xml,1918,,,,,"Зап. 1918 р. Постоловський А. у с. Чорнокозинці Кам’янець-Подільського р-ну Хмельницької обл. 
– ІМФЕ, ф. 6-4, од. зб. 119, арк.83, № 54."
Kmeln_ballads_531.Oi tam bilia richky_6st_(2voices)_6+6_(08-БК-11).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 176 зв.-177."
"Kmeln_ballads_532.Yikhav kozak, yikhav_6st_(2voices)_6+6_(08-БК-11).xml",1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 167зв.-168."
Kmeln_ballads_533.Ya dumala_4st_(singl)_4+6_(08-БК-15).xml,1929,,,,,"Зап. [1929 р.] Харків В. Й. у с. Демшин Китайгородського р-ну Кам’янецької окр. (нині Кам’янець-
Подільського р-ну). – ІМФЕ, ф. 6-3, од. зб. 81, арк. 181 (209-210) – текст, арк. 182 (211)  – мел., № 
64. Чeрнетка. Вар. 1 зап. 1937 р. Гайдай М. П. у с. Галузинці Деражнянського р-ну від Яковлевої 
Ганни Єфремівни, 45 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 52. Вар. 2 зап. 1937 р. Гайдай М. П. у с. 
Згарок Деражнянського р-ну від Блажко Юстини Лук’яніівни, 42 р. – ІМФЕ, ф. 8-3, од. зб. 182, 
арк. 50. "
Kmeln_ballads_533v1.Ya dumala_4st_(singl)_4+6_(08-БК-15).xml,1929,,,,,"Зап. [1929 р.] Харків В. Й. у с. Демшин Китайгородського р-ну Кам’янецької окр. (нині Кам’янець-
Подільського р-ну). – ІМФЕ, ф. 6-3, од. зб. 81, арк. 181 (209-210) – текст, арк. 182 (211)  – мел., № 
64. Чeрнетка. Вар. 1 зап. 1937 р. Гайдай М. П. у с. Галузинці Деражнянського р-ну від Яковлевої 
Ганни Єфремівни, 45 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 52. Вар. 2 зап. 1937 р. Гайдай М. П. у с. 
Згарок Деражнянського р-ну від Блажко Юстини Лук’яніівни, 42 р. – ІМФЕ, ф. 8-3, од. зб. 182, 
арк. 50. "
Kmeln_ballads_533v2.Ya dumala_4st_(singl)_4+6_(08-БК-15).xml,1929,,,,,"Зап. [1929 р.] Харків В. Й. у с. Демшин Китайгородського р-ну Кам’янецької окр. (нині Кам’янець-
Подільського р-ну). – ІМФЕ, ф. 6-3, од. зб. 81, арк. 181 (209-210) – текст, арк. 182 (211)  – мел., № 
64. Чeрнетка. Вар. 1 зап. 1937 р. Гайдай М. П. у с. Галузинці Деражнянського р-ну від Яковлевої 
Ганни Єфремівни, 45 р. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 52. Вар. 2 зап. 1937 р. Гайдай М. П. у с. 
Згарок Деражнянського р-ну від Блажко Юстини Лук’яніівни, 42 р. – ІМФЕ, ф. 8-3, од. зб. 182, 
арк. 50. "
Kmeln_ballads_534.Ya dumala_4st_(singl)_4+6_(08-БК-15).xml,1938,,,,,"Зап. 1938 р. Нечипорук Д. П. у с. Трительники Волочиського р-ну Хмельницької обл. від Ситець-
кої О. В. – ІМФЕ, ф. 8-3, од. зб. 228, арк.8 (текст), арк. 21 (мел.). "
Kmeln_ballads_536.Tykhyi Dunai_4st_(2voices)_4+6_(08-БК-16).xml,1978,,,,,"Зап. 23 липня 1978 р. Дем’ян Г. В. у с. Лоївці Новоушицького р-ну Хмельницької обл. від Розової 
Марії Василівни, 1930 р. н., Куцяк Олександри Миколаївни, 1922 р. н., Сухаревої Марії Іллівни, 
1930 р. н. і Гуменюк Марії Улянівни, 1924 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 220 (текст), арк. 
265 (мел.), № 156. Нотація Мишанича М. В."
Kmeln_ballads_537.Tykhyi Dunai_4st_(heterof)_4+6_(08-БК-16).xml,1978,,,,,"Зап. 22 липня 1978 р. Дем’ян Г. В. у с. Лоївці Новоушицького р-ну Хмельницької обл. від Гарнець 
Надії Миколаївни, 1912 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 133 (текст), арк. 247 (мел.), № 92. 
Нотація Мишанича М. В."
"Kmeln_ballads_538.Oi tykho, tykho_6st_(singl)_6+6_(08-БК-16).xml",1987,,,,,"Зап. 1987 р. Гримич М.В. у с. Мокіївці Шепетівського р-ну Хмельницької обл. від Уланової Г. С. 
– ІМФЕ, ф. 14-5, од. зб. 508, арк. 42. Нотація Єфремової Л. О."
Kmeln_ballads_539.Oi u sadochku_6st_(2voices)_5+7_(09-БК-01).xml,1954,,,,,"Зап. 1954 р. експ.  ІМФЕ у с. Требухівці Меджибіжського р-ну (нині Летичівського р-ну) Хмель-
ницької обл. від мішаного гурту. – ІМФЕ, ф. 14-5, од.зб. 171, арк. 36, № 10; плівка ф. 14-10, од. зб. 
340. Розш. Стьожка О. у січні1955 р."
Kmeln_ballads_540.Zashumiv teren_6st_(singl)_5+7_(09-БК-01).xml,1986,,,,,"Зап. 24 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від Нас-
тиної В. П. Нотація Єфремової Л. О."
Kmeln_ballads_541.Kosyt Vasyl sino_4st_(2voices)_6+6_(09-БК-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівки Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 25. Вар. зап. 1926 р. Гайдай М. П. 
у с. Адамівка біля Зінькова (нині Віньковецького р-ну Хмельницької обл.) від Олексія Смалюхов-
ського. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 31 (16), № 45."
Kmeln_ballads_541v.Kosyt Vasyl sino_4st_(singl)_5+7_(09-БК-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівки Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 25. Вар. зап. 1926 р. Гайдай М. П. 
у с. Адамівка біля Зінькова (нині Віньковецького р-ну Хмельницької обл.) від Олексія Смалюхов-
ського. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 31 (16), № 45."
Kmeln_ballads_542.i V zelenii dubyni_4st_(singl)_6+6_(09-БК-02).xml,1978,,,,,"Зап. 23 липня 1978 р. Дем’ян Г. В. у с. Лоївці Новоушицького р-ну Хмельницької обл. від Скрип-
ник Анастасії Михайлівни, 1918 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 157 (текст), арк. 252 (мел.), 
№ 109. Нотація Мишанича М. В."
Kmeln_ballads_543.Oi u chystim poli_6st_(2voices)_6+6_(09-БК-02).xml,1986,,,,,"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від 
Щесняк Н. І. 1944 р., Дишльовської Ф. М., Посполіти М. П., Козак Н. В. Нотація Єфремової Л. О."
Kmeln_ballads_544.Vasyl sino kosyt_6st_(2voices)_6+6_(09-БК-02).xml,1987,,,,,"Зап. у червні 1987 р. Гримич М. В. у с. Мокіївці Шепетівського р-ну Хмельницької обл.  від Улано-
вої Г. С. (пенс.), Захарець О. Р. (пенс.), Костюк (Чижевської) Г. Й. (культпрацівник), Рикульської 
Л. Й. (колгоспниця), Добрухи Г. (прац. торгівлі). Всі проживають у Мокіївці від народження. – 
ІМФЕ, ф. 14-5, од. зб. 509, арк. 68. Нотація Єфремової Л.О."
